Ecosystem;Tidal.R;Genus;Specie;lat;long;S.type;Biomass;Bio SE;Bio SD;Bio n;Stock;Stock SE;Stock SD;Stock n;Flux;Flux SE;Flux SD;years;Flux 100
Seagrass;;Cymodocea;Cymodocea nodosa;;37.144;10.182;0.033167068;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;37.144;10.182;0.020105118;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;37.144;10.182;0.014629384;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;37.144;10.182;0.016098082;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;37.144;10.182;0.017838304;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;37.144;10.182;0.019537386;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;37.144;10.182;0.040086816;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;37.144;10.182;0.045200518;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;37.144;10.182;0.049688892;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;37.144;10.182;0.049701234;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;37.144;10.182;0.051519622;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;37.144;10.182;0.041934002;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0279752;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0312664;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0448426;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.02057;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.026741;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.014399;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0213928;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0213928;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0181016;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0189244;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0152218;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.018513;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0181016;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0148104;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0156332;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0160446;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0156332;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.016456;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0304436;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0222156;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.018513;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0337348;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0320892;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0283866;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.051425;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0407286;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0374374;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0670582;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0810458;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.037026;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0736406;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.067881;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.039083;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0695266;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.059653;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;35.642;11.016;0.0448426;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;44.588;-1.236;0.029266996;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;44.588;-1.236;0.028032796;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;44.588;-1.236;0.01701139;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;44.588;-1.236;0.019673148;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;;42.562;8.78;0.1363445;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;;42.562;8.78;0.0270744;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;;42.562;8.78;0.1838025;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;;42.562;8.78;0.0343876;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;;37.66;12.52;0.4054936;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;;37.66;12.52;0.2884435;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.666;138.946;0.0095944;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.886;-67.141;0.01154908;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.886;-67.141;0.01993702;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.886;-67.141;0.00960514;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.886;-67.141;0.0145885;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.886;-67.141;0.01695846;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.886;-67.141;0.0224287;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.886;-67.141;0.01361474;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.822833;-67.155667;0.0192783;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.822833;-67.155667;0.01077222;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.822833;-67.155667;0.00716;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.822833;-67.155667;0.00318262;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.8135;-67.138167;0.01064692;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.8135;-67.138167;0.01468874;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.8135;-67.138167;0.0105252;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.8135;-67.138167;0.01119824;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.886;-67.141;0.0101493;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.886;-67.141;0.00662658;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.886;-67.141;0.01708018;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.886;-67.141;0.01914584;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.886;-67.141;0.02419006;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.886;-67.141;0.02777722;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.822833;-67.155667;0.00514088;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.822833;-67.155667;0.0074643;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.822833;-67.155667;0.01058606;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.822833;-67.155667;0.00893568;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.822833;-67.155667;0.01266604;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;53.148;-9.129;0.0173988;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;53.148;-9.129;0.0329718;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;53.148;-9.129;0.0253464;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;53.299;-9.712;0.0177926;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;53.299;-9.714;0.0119572;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;53.299;-9.641;0.0167186;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;53.299;-9.712;0.0418144;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;53.299;-9.714;0.0230194;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;53.299;-9.641;0.046003;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;53.299;-9.712;0.0240576;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;53.299;-9.714;0.022733;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;53.299;-9.641;0.0221602;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;53.148;-9.129;0.0143916;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;53.299;-9.712;0.0191172;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;53.299;-9.714;0.0076254;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;53.299;-9.641;0.013783;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.0022554;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00233416;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.0015573;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00397022;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.0031504;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00128522;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00338668;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00253106;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.0013246;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00373394;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00283894;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00171124;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.0049404;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00318978;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00186876;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00474708;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.0031146;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00190814;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00587478;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00373394;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00194394;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00435686;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00283894;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00175062;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00435686;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00393084;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00163606;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.0033473;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00229478;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.35;19.7166667;0.00186876;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00338668;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00408478;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.0064977;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00420292;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00303584;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00466832;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00373394;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00326854;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00497978;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.0051373;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.0047077;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.0064977;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00595354;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00552394;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00801562;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00611106;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00676978;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.01113022;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.01217916;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00622562;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00972686;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00630438;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00521606;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00797624;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00607168;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00517668;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.0094154;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15;19.5333333;0.00680916;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.35;122.567;0.00210146;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.35;122.567;0.00341532;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.35;122.567;0.01051088;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.35;122.567;0.02575094;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.35;122.567;0.03100638;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.35;122.567;0.06016906;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.35;122.567;0.09616596;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.35;122.567;0.07304632;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.35;122.567;0.06122158;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.35;122.567;0.11035708;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.35;122.567;0.07225514;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.35;122.567;0.0662121;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.35;122.567;0.0630617;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.35;122.567;0.04782164;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.35;122.567;0.03232024;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.151;-76.289;0.06671688;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.151;-76.289;0.01671502;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.17;-76.377;0.10844536;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.17;-76.377;0.01691908;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.33;-76.32;0.0483658;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.069452;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.084846;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.080908;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.0537;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.032578;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.025776;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.006086;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.018974;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.076254;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.010024;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.086278;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.071958;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.045108;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.059786;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.050478;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.048688;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.04833;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.02685;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.048;144.828;0.036158;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.554;-70.508;0.000358;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.554;-70.508;0.0014857;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.554;-70.508;0.00534852;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.554;-70.508;0.0103999;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.554;-70.508;0.06031226;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.554;-70.508;0.06090654;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.554;-70.508;0.03416752;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.554;-70.508;0.06090654;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.554;-70.508;0.0303047;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.554;-70.508;0.02703616;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.554;-70.508;0.01129132;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.554;-70.508;0.0059428;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.346;-124.302;0.475424;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.346;-124.302;0.0584256;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.346;-124.302;0.0549888;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.346;-124.302;0.0234848;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.613;-124.014;0.045824;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.613;-124.014;0.047256;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.617;-124.029;0.0246304;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.617;-124.029;0.060144;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.412;-123.938;0.0990944;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.412;-123.938;0.108832;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.417;-123.936;0.131744;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.417;-123.936;0.059428;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.351;-124.33;0.03222;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.615;-124.029;0.0327928;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.418;-123.938;0.0840584;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.676;-123.92;0.043676;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.351;-124.33;0.0246304;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.615;-124.029;0.0310744;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.676;-123.92;0.0664448;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.351;-124.33;0.0216232;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.615;-124.029;0.0240576;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.418;-123.938;0.0763256;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.676;-123.92;0.0337952;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.351;-124.33;0.012172;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.615;-124.029;0.0184728;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.676;-123.92;0.0511224;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.351;-124.33;0.0196184;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.615;-124.029;0.0224824;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.418;-123.938;0.0574232;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.676;-123.92;0.0296424;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.399;-63.256;0.01957902;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.406;-63.249;0.0716;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.409;-63.227;0.04363304;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.431;-63.234;0.0716;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.454;-64.738;0.02685;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.462;-64.69;0.02740848;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.47;-64.716;0.02181652;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.486;-64.671;0.03692054;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.809;-64.987;0.00727098;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.822;-64.954;0.01734152;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.832;-64.38;0.0559375;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.838;-64.921;0.09005848;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.601;-63.861;0.02358146;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.614;-63.922;0.02102534;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.615;-63.904;0.0315398;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.616;-63.912;0.0269932;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.601;-63.861;0.0269932;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.614;-63.922;0.0224466;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.615;-63.904;0.04404116;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.616;-63.912;0.03437874;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.601;-63.861;0.01676514;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.614;-63.922;0.03665204;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.615;-63.904;0.02864;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.616;-63.912;0.03779048;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;55.784;12.064;0.006802;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;55.784;12.064;0.0105968;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;55.784;12.064;0.0519458;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;55.784;12.064;0.0697384;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.15924;24.971666;0.047256;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;60.061326;24.310155;0.034726;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;59.837305;23.203558;0.005728;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;56.689689;16.469528;0.039022;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;56.604225;16.395185;0.033652;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;58.23303;11.40895;0.065156;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;57.702599;11.937361;0.043676;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;48.73;-3.983;0.0292844;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;48.73;-3.983;0.0374468;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;48.73;-3.983;0.0622562;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;48.73;-3.983;0.0549172;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;48.73;-3.983;0.07876;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;48.73;-3.983;0.0845238;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;48.73;-3.983;0.1055384;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;48.73;-3.983;0.1455986;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;54.694;18.531;0.0029714;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;54.711;18.625;0.004475;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;54.694;18.531;0.0028282;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;54.694;18.531;0.00537;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;54.694;18.531;0.0088784;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;54.694;18.531;0.0049046;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;54.711;18.625;0.0029714;;;;;;;;;;;;
