"","Site.ID","Locality","Region","Coast","Ecosystem","Genus","Status","Tidal.R","Sampling.year","lat","long","Water.Depth","Mean_Stock","SD_Stock","Mean_Seq_rate","SD_Seq_rate","Mean_Biomass","SD_Biomass"
"414","MM_89_agos","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1989,37.783149,-0.76121,NA,NA,NA,NA,NA,0.0769371428571429,NA
"415","MM_89_dic","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1989,37.783149,-0.76121,NA,NA,NA,NA,NA,0.0246857142857143,NA
"416","MM_89_ene","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1989,37.783149,-0.76121,NA,NA,NA,NA,NA,0.00946285714285714,NA
"417","MM_89_feb","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1989,37.783149,-0.76121,NA,NA,NA,NA,NA,4.11428571428572e-05,NA
"418","MM_89_jul","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1989,37.783149,-0.76121,NA,NA,NA,NA,NA,0.0617142857142857,NA
"419","MM_89_jun","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1989,37.783149,-0.76121,NA,NA,NA,NA,NA,0.0300342857142857,NA
"420","MM_89_mar","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1989,37.783149,-0.76121,NA,NA,NA,NA,NA,0.00493714285714286,NA
"421","MM_89_may","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1989,37.783149,-0.76121,NA,NA,NA,NA,NA,0.0160457142857143,NA
"422","MM_89_nov","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1989,37.783149,-0.76121,NA,NA,NA,NA,NA,0.0123428571428571,NA
"423","MM_89_oct","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1989,37.783149,-0.76121,NA,NA,NA,NA,NA,0.0481371428571429,NA
"424","MM_89_sep","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1989,37.783149,-0.76121,NA,NA,NA,NA,NA,0.0608914285714286,NA
"425","MM_Cadiz","Bahia de Cadiz","Andalucia","Atlantic Ocean","Salt Marsh","Sarcocornia","Healthy","Medium",NA,36.496482,-6.169088,NA,253.76596205,30.0952001807465,NA,NA,1.02719100249916,NA
"426","MM1A","Mondego estuary","N Portugal","Atlantic Ocean","Salt Marsh","Spartina maritima","Healthy","Low",2019,40.132017,-8.84815,NA,21.1183862352081,8.09968721850444,0.0752152799189761,NA,NA,NA
"427","MM1B","Mondego estuary","N Portugal","Atlantic Ocean","Seagrass","Zostera noltii","Healthy","Intertidal",2019,40.130783,-8.846967,NA,16.7531478559854,3.74703176759716,NA,NA,NA,NA
"428","MM2A","Mondego estuary","N Portugal","Atlantic Ocean","Salt Marsh","Juncus","Healthy","High",2019,40.139017,-8.808083,NA,20.4996803741224,0.825783941412241,0.0439047000869891,NA,NA,NA
"430","MM3B","Mondego estuary","N Portugal","Atlantic Ocean","Salt Marsh","Scirpus","Healthy","Low",2019,40.118117,-8.77415,NA,15.6133591533326,NA,NA,NA,NA,NA
"431","MMD_Cadiz","Bahia de Cadiz","Andalucia","Atlantic Ocean","Salt Marsh","Sarcocornia","Degraded","Low",NA,36.496482,-6.169088,NA,116.52492345,31.1900162189612,NA,NA,0.35556611624971,NA
"432","MOLI","Denia","Pa¡s Valenci…","Mediterranean Sea","Salt Marsh","Phragmites australis","","Microtidal",2017,38.884983,-0.037736,NA,NA,NA,NA,NA,2.02498797403111,1.69702097169046
"433","Mondrago","Mondrag¢","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2006,39.35085,3.1932,NA,NA,NA,NA,NA,0.099230761339345,NA
"434","Moros-1","Sagunto","Pa¡s Valenci…","Mediterranean Sea","Salt Marsh","Phragmites australis","","Microtidal",2014,39.632156,-0.265144,NA,NA,NA,NA,NA,1.1391501230166,0.755898316870645
"435","Moros-2","Sagunto","Pa¡s Valenci…","Mediterranean Sea","Salt Marsh","Phragmites australis","","Microtidal",2014,39.631208,-0.260103,NA,NA,NA,NA,NA,0.690982760687444,0.253336642862977
"436","MS1A","Santo¤a Marshes","Cantabria","Cantabrian Sea","Salt Marsh","Juncus","Healthy","High",2019,43.368192,-3.428633,NA,27.5069402600008,4.66142414134687,0.0665852278267739,NA,NA,NA
"437","MS2A","Santo¤a Marshes","Cantabria","Cantabrian Sea","Salt Marsh","Halimione","Healthy","High",2019,43.419143,-3.480078,NA,14.0844153848269,5.75327187856725,0.0446821998259043,NA,NA,NA
"439","MS2C","Santo¤a Marshes","Cantabria","Cantabrian Sea","Seagrass","Zostera noltii","Healthy","Intertidal",2019,43.419456,-3.479795,NA,14.4586262892247,4.59671530871547,0.0176227338967193,NA,NA,NA
"440","MS3B","Santo¤a Marshes","Cantabria","Cantabrian Sea","Salt Marsh","Spartina maritima","Healthy","Low",2019,43.448644,-3.487925,NA,12.8053312207391,NA,NA,NA,NA,NA
"441","Muerto Cabrera","Mallorca","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Intertidal",2012,39.1475,2.928957,17,9.6756761890117,1.80247464815158,0.0210915333203197,NA,NA,NA
"442","neda","neda","Galiza","Atlantic Ocean","Seagrass","Zostera noltii","Healthy","Intertidal",2015,43.49368,-8.16296,NA,NA,NA,NA,NA,0.0270783836428807,0.0112959597147184
"443","NM-1","Odiel","Andalucia","Atlantic Ocean","Salt Marsh","Spartina maritima","Healthy","Low",2005,37.23036,-6.95453,NA,NA,NA,NA,NA,0.155080022028822,NA
"444","NM-2","Odiel","Andalucia","Atlantic Ocean","Salt Marsh","Spartina maritima","Healthy","Low",2005,37.23036,-6.95453,NA,NA,NA,NA,NA,0.114356090514622,NA
"445","NPCB-BOLI_Mx","CADIZ","Andalucia","Atlantic Ocean","Salt Marsh","Mixed Salt Marsh","Healthy","Low",2015,36.516622,-6.170795,NA,NA,NA,NA,NA,0.2884779,0.150000893400377
"446","NPCB-BOLI_Sc","CADIZ","Andalucia","Atlantic Ocean","Salt Marsh","Sarcocornia","Healthy","Low",2015,36.516622,-6.170795,NA,NA,NA,NA,NA,0.324070347983171,0.113435216385382
"447","NPCB-BOLI_Sm","CADIZ","Andalucia","Atlantic Ocean","Salt Marsh","Spartina maritima","Healthy","Low",2015,36.516622,-6.170795,NA,NA,NA,NA,NA,0.18540914431447,0.129106205297664
"448","NPCB-CLICA_Mx","CADIZ","Andalucia","Atlantic Ocean","Salt Marsh","Mixed Salt Marsh","Healthy","Low",2016,36.498839,-6.192732,NA,NA,NA,NA,NA,0.47449017,0.110138843978358
"449","NPCB-CLICA_Sc","CADIZ","Andalucia","Atlantic Ocean","Salt Marsh","Sarcocornia","Healthy","Low",2016,36.498839,-6.192732,NA,NA,NA,NA,NA,0.41093200137332,0.120020888016515
"450","o_grove","o_grove","Galiza","Atlantic Ocean","Seagrass","Zostera noltii","Healthy","Intertidal",2015,42.45638,-8.86707,NA,NA,NA,NA,NA,0.0234088368658569,0.00408242087714249
"451","ODB.Z","El Odiel","Andalucia","Atlantic Ocean","Salt Marsh","Sarcocornia","Restored","Medium",2016,37.2416,-6.9673,NA,17.3007259644825,8.94771702088646,0.0254981204359479,NA,1.53318893716221,0.706168372742142
"452","ODE.M","El Odiel","Andalucia","Atlantic Ocean","Salt Marsh","Sarcocornia","Healthy","Medium",2016,37.172883,-6.928167,NA,9.37532617933823,2.09291257163415,0.0294597508294894,NA,4.83407836679092,3.96118042445595
"453","ODH","El Odiel","Andalucia","Atlantic Ocean","Salt Marsh","Mixed Salt Marsh","Healthy","High",2016,37.203806,-6.951333,NA,8.75077933158774,2.50329811690717,0.0130266053065373,NA,11.7285,7.89988243978985
"454","ODL.R","El Odiel","Andalucia","Atlantic Ocean","Salt Marsh","Spartina maritima","Restored","Medium",2016,37.155472,-6.905583,NA,2.00164405534235,0.747212343606754,NA,NA,10.5676545515131,8.99646654831651
"455","ODM.L","El Odiel","Andalucia","Atlantic Ocean","Salt Marsh","Spartina maritima","Healthy","Low",2016,37.174333,-6.931083,NA,8.82516412761047,2.58621968373851,0.00569244516493148,NA,12.3124761963555,5.88920569412917
"458","ODN.DV","El Odiel","Andalucia","Atlantic Ocean","Salt Marsh","Mixed Salt Marsh","Degraded","High",2016,37.27314,-7.01554,NA,10.98575990414,1.41568349495099,0.00439249471409294,NA,20.2965,11.1472569383683
"460","Oka_01","Oka Estuary","Euskal Herria","Cantabrian Sea","Seagrass","Zostera noltii","Healthy","Intertidal",2022,43.381056,-2.679289,0,16.8065043020815,8.22058903010533,NA,NA,0.00190991340264213,0.000858858277126658
"461","Oka_02","Oka Estuary","Euskal Herria","Cantabrian Sea","Seagrass","Zostera noltii","Healthy","Intertidal",2022,43.380281,-2.67898,0,11.3542635975676,2.12181130653374,NA,NA,0.00629936350345123,0.0034826594455663
"462","OY_A1M","Oyambre estuary","Cantabria","Cantabrian Sea","Salt Marsh","Mixed Salt Marsh","Healthy","High",2018,43.38583,-4.324631,NA,9.76480434813222,0.501025549893353,0.0231435883428502,NA,NA,NA
"463","OY_A2M","Oyambre estuary","Cantabria","Cantabrian Sea","Salt Marsh","Mixed Salt Marsh","Healthy","High",2018,43.382675,-4.335772,NA,29.2413239548543,0.316219507597203,NA,NA,NA,NA
"464","OY_NM","Oyambre estuary","Cantabria","Cantabrian Sea","Salt Marsh","Mixed Salt Marsh","Healthy","High",2018,43.382817,-4.318047,NA,21.0476413456672,5.73404410165057,0.0782316407560257,NA,NA,NA
"466","OY_RM","Oyambre estuary","Cantabria","Cantabrian Sea","Salt Marsh","Mixed Salt Marsh","Restored","High",2018,43.373796,-4.315642,NA,22.3395024353525,4.13412221085756,NA,NA,NA,NA
"467","P. Cabron","P. Cabron","Canarias","Atlantic Insular","Seagrass","Cymodocea nodosa","Healthy","Subtidal",2018,27.869889,-15.384111,13,NA,NA,NA,NA,0.599794230857143,NA
"468","PA.I","Palomares","Andalucia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",2017,37.221601,-1.783238,10.2,2.17986812678134,0.509259221998945,0.012320473099147,NA,0.117942857142857,0.0291166268510567
"469","PA.IV","Palomares","Andalucia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",2017,37.2156389,-1.792694444,12,2.21556281567319,NA,NA,NA,NA,NA
"470","Palamones-APR","Palamones Salt Marsh","Andalucia","Mediterranean Sea","Salt Marsh","Sarcocornia","Healthy","Microtidal",2002,36.172745,-5.436486,NA,NA,NA,NA,NA,0.96337144317229,NA
"471","Palamones-AUG","Palamones Salt Marsh","Andalucia","Mediterranean Sea","Salt Marsh","Sarcocornia","Healthy","Microtidal",2002,36.172745,-5.436486,NA,NA,NA,NA,NA,1.44961570471035,NA
"472","Palamones-DEC","Palamones Salt Marsh","Andalucia","Mediterranean Sea","Salt Marsh","Sarcocornia","Healthy","Microtidal",2001,36.172745,-5.436486,NA,NA,NA,NA,NA,0.619961433461032,NA
"473","Palamones-DEC2","Palamones Salt Marsh","Andalucia","Mediterranean Sea","Salt Marsh","Sarcocornia","Healthy","Microtidal",2002,36.172745,-5.436486,NA,NA,NA,NA,NA,0.738483472210935,NA
"474","Palamones-FEB","Palamones Salt Marsh","Andalucia","Mediterranean Sea","Salt Marsh","Sarcocornia","Healthy","Microtidal",2002,36.172745,-5.436486,NA,NA,NA,NA,NA,0.790146924999355,NA
"475","Palamones-JUN","Palamones Salt Marsh","Andalucia","Mediterranean Sea","Salt Marsh","Sarcocornia","Healthy","Microtidal",2002,36.172745,-5.436486,NA,NA,NA,NA,NA,1.11532277490294,NA
"476","Palamones-OCT","Palamones Salt Marsh","Andalucia","Mediterranean Sea","Salt Marsh","Sarcocornia","Healthy","Microtidal",2002,36.172745,-5.436486,NA,NA,NA,NA,NA,1.32197658605661,NA
"477","PALM","Algeciras","Andalucia","Mediterranean Sea","Salt Marsh","Salicornia","","Microtidal",2016,36.173972,-5.438358,NA,NA,NA,NA,NA,0.5907254292047,NA
"478","Pancas10Ap","Pancas","S Portugal","Atlantic Ocean","Salt Marsh","Atriplex portulacoides","","Medium",NA,38.82718,-8.943519,NA,NA,NA,NA,NA,0.860784848375084,0.000167123784949037
"479","Pancas10Sm","Pancas","S Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,38.82718,-8.943519,NA,NA,NA,NA,NA,0.188552892767033,NA
"480","Pancas12Ap","Pancas","S Portugal","Atlantic Ocean","Salt Marsh","Atriplex portulacoides","","Medium",NA,38.82718,-8.943519,NA,NA,NA,NA,NA,0.584183079171239,0.00315328107834318
"481","Pancas12Sm","Pancas","S Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,38.82718,-8.943519,NA,NA,NA,NA,NA,0.135013182475159,NA
"482","Pancas2Ap","Pancas","S Portugal","Atlantic Ocean","Salt Marsh","Atriplex portulacoides","","Medium",NA,38.82718,-8.943519,NA,NA,NA,NA,NA,0.248866451084723,0.0106770095507573
"483","Pancas2Sm","Pancas","S Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,38.82718,-8.943519,NA,NA,NA,NA,NA,0.0647908088314701,NA
"484","Pancas4Ap","Pancas","S Portugal","Atlantic Ocean","Salt Marsh","Atriplex portulacoides","","Medium",NA,38.82718,-8.943519,NA,NA,NA,NA,NA,0.312404164936656,0.20673407002126
"485","Pancas6Ap","Pancas","S Portugal","Atlantic Ocean","Salt Marsh","Atriplex portulacoides","","Medium",NA,38.82718,-8.943519,NA,NA,NA,NA,NA,0.520183816159543,0.00537003771509982
"486","Pancas6Sm","Pancas","S Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,38.82718,-8.943519,NA,NA,NA,NA,NA,0.102423793601845,NA
"487","Pancas8Ap","Pancas","S Portugal","Atlantic Ocean","Salt Marsh","Atriplex portulacoides","","Medium",NA,38.82718,-8.943519,NA,NA,NA,NA,NA,0.749464526194812,0.00590609549567472
"488","Pancas8Sm","Pancas","S Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,38.82718,-8.943519,NA,NA,NA,NA,NA,0.188164923851874,NA
"489","Pedrena","Bay of Santander","Cantabria","Cantabrian Sea","Seagrass","Zostera noltii","Healthy","Intertidal",2018,43.446924,-3.772969,NA,NA,NA,NA,NA,0.0306548307672498,0.00928358971974863
"490","Pego-1","Pego-Oliva","Pa¡s Valenci…","Mediterranean Sea","Salt Marsh","Phragmites australis","","Microtidal",2014,38.872011,-0.049486,NA,NA,NA,NA,NA,0.739599031441255,0.626959208880589
"491","Pego-2","Pego-Oliva","Pa¡s Valenci…","Mediterranean Sea","Salt Marsh","Phragmites australis","","Microtidal",2014,38.879781,-0.068564,NA,NA,NA,NA,NA,1.2507075877214,0.796759588861358
"492","Platja de Ses Salines","Platja de Ses Salines","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,38.838411,1.393294,NA,NA,NA,NA,NA,0.237664681530096,NA
"493","Platja den Bossa","Platja den Bossa","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,38.874667,1.406833,NA,NA,NA,NA,NA,0.133159080972911,0.0632475214388682
"494","Platja des Mitjorn","Platja des Mitjorn","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,38.684001,1.462358,NA,NA,NA,NA,NA,0.0796579527040025,0.0150003003085405
"495","Playa del Cabron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16864984463649,0.479078976613612,NA,NA,NA,NA
"496","PLL22_CB_C","Cala bona cap de creus","Catalunya","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",2022,42.312967,3.306228,1,9.94267660870043,1.1211310148841,NA,NA,NA,NA
"497","PLL22_CC_PD","Cala Culip Cap de Creus","Catalunya","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2022,42.324401,3.30966,23,21.7657350535674,1.4365869709154,NA,NA,NA,NA
"498","PLL22_CC_PS","Cala Culip Cap de Creus","Catalunya","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2022,42.324401,3.30966,5,13.1915962740356,0.815957156264734,NA,NA,NA,NA
"499","PLL22_CJ","Cala Junquet Cap de Creus","Catalunya","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2022,42.303025,3.288921,4,28.8240341405526,14.2777903345172,NA,NA,NA,NA
"500","PLL22_CJ_Z","Cala Junquet Cap de Creus","Catalunya","Mediterranean Sea","Seagrass","Zostera noltii","Healthy","Subtidal",2022,42.303025,3.288921,3,23.1137132496312,2.17282614268054,NA,NA,NA,NA
"501","PLL22_PP","Portlligat Cap de Creus","Catalunya","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2022,42.290756,3.289542,3,20.9489928134227,NA,NA,NA,NA,NA
"502","PLL22_PZ","Portlligat Cap de Creus","Catalunya","Mediterranean Sea","Seagrass","Zostera noltii","Healthy","Subtidal",2022,42.290756,3.289542,2,29.0348624047979,3.26590209481659,NA,NA,NA,NA
"503","Pollenca","Mallorca","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Intertidal",2012,39.904822,3.092922,4,19.8368581383357,2.91097866245588,0.0416593615737111,NA,0.160555902314051,0.101970412256514
"504","Pollenca","Pollen‡a","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,39.903713,3.09124,NA,19.8368581383357,2.91097866245588,0.0416593615737111,NA,0.160555902314051,0.101970412256514
"505","Pontejos","Bay of Santander","Cantabria","Cantabrian Sea","Seagrass","Mixed Seagrass","Healthy","Intertidal",2018,43.412836,-3.812851,NA,NA,NA,NA,NA,0.0331121079995129,0.00653946220056071
"506","Port Dalcudia","Port D'alcudia","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2006,39.8169,3.145783333,NA,NA,NA,NA,NA,0.0510547303338888,0.00422162697306166
"507","Port de Mao","Port de Mah¢","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2006,39.87155,4.31255,NA,NA,NA,NA,NA,0.138557239805944,0.0380182674155738
"508","Port de Soller","Port de S¢ller","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,39.794347,2.684589,NA,NA,NA,NA,NA,0.108282493686693,NA
"509","Portals Vells","Portals Vells","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2006,39.475,2.521666667,NA,NA,NA,NA,NA,0.0927412519606159,NA
"510","Porto Colom","Porto Colom","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,39.417533,3.269717,NA,NA,NA,NA,NA,0.0847893571453138,0.0210214279525499
"511","Porto Cristo","Porto Cristo","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2009,39.535433,3.338933,NA,NA,NA,NA,NA,0.136526945398062,NA
"512","Portocolom","Mallorca","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Intertidal",2012,39.41737,3.267091,9,18.9753019309389,4.13539505478864,0.0631597218530538,NA,NA,NA
"513","Pta Sa Creu","Pta Sa Creu (Formentera)","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2006,38.68955,1.543783333,NA,NA,NA,NA,NA,0.149433359691227,0.0286053084865205
"514","Punta de Sa Creu","Punta de Sa Creu","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,38.691105,1.569986,NA,NA,NA,NA,NA,0.217150958617007,NA
"515","Punta Dels Andreus","Punta Dels Andreus","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2006,38.91448333,1.476516667,NA,NA,NA,NA,NA,0.197585570842873,NA
"516","Punta den Valls","Punta den Valls","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2009,39.05598333,1.5959,NA,NA,NA,NA,NA,0.248338267787944,NA
"517","Punta Des Gat","Punta des Gat","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2009,38.680254,1.535137,NA,NA,NA,NA,NA,0.182032189372913,0.103940547316721
"518","Punta dets Andreus","Punta dets Andreus","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,38.91343,1.458563,NA,NA,NA,NA,NA,0.163218659074568,NA
"519","Punta Galinda","Punta Galinda","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,39.580681,2.348546,NA,NA,NA,NA,NA,0.124196457119417,NA
"520","Punta Llobera","Punta Llobera","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2009,39.408848,2.735785,NA,NA,NA,NA,NA,0.210107264901867,NA
"521","Punta Rasa","Punta Rasa","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2008,38.692563,1.377807,NA,NA,NA,NA,NA,0.18164216593935,NA
"522","Punta Sa Creu","Punta Sa Creu","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2009,38.691134,1.570002,NA,NA,NA,NA,NA,0.252513958438389,NA
"523","Puntal","Bay of Santander","Cantabria","Cantabrian Sea","Seagrass","Zostera noltii","Healthy","Intertidal",2018,43.4518,-3.756,NA,NA,NA,NA,NA,0.0320132986786136,0.00627232961479427
"524","RF-001","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Cymodocea nodosa","","Subtidal",2018,36.999007,-7.834146,NA,NA,NA,NA,NA,0.0279771428571429,NA
"525","RF-002","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",2009,37.00483,-7.967422,NA,NA,NA,NA,NA,0.0482504438562222,NA
"526","RF-003","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera marina","","Subtidal",2014,37.00483,-7.967422,NA,NA,NA,NA,NA,0.0465461375152222,NA
"527","RF-004","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",1991,37.00483,-7.967422,NA,NA,NA,NA,NA,0.345166829710159,0.0653931881616232
"528","RF-005","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",2002,37.003901,-7.968368,NA,NA,NA,NA,NA,0.0640409848066906,0.0372075046289563
"529","RF-006","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",2018,36.983,-7.88847,NA,NA,NA,NA,NA,0.0747191058732548,0.0175434232471477
"530","RF-007","Ria Formosa","S Portugal","Atlantic Ocean","Salt Marsh","Spartina maritima","","Low",2018,36.983,-7.88847,NA,NA,NA,NA,NA,0.0911695018982882,0.0358146727168453
"531","RF-008","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Cymodocea nodosa","","Subtidal",2019,37.00303,-7.822264,NA,NA,NA,NA,NA,0.0392802133333333,0.0197229960505828
"532","RF-009","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Cymodocea nodosa","","Subtidal",1993,37.00303,-7.822264,NA,NA,NA,NA,NA,0.118894460544,0.0533511615322373
"533","RF-010","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera marina","","Subtidal",2013,37.003805,-7.826651,NA,NA,NA,NA,NA,0.037152,NA
"534","RF-013","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",2018,37.017753,-7.940408,NA,NA,NA,NA,NA,0.0345082467360845,0.0120374512358869
"535","RF-014","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",2018,37.017174,-7.940783,NA,NA,NA,NA,NA,0.0670860036677444,0.0138276161243659
"536","RF-015","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",2018,37.016339,-7.941197,NA,NA,NA,NA,NA,0.0438561314509625,0.0209952942306871
"537","RF-016","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",2018,37.01078,-7.932713,NA,NA,NA,NA,NA,0.064553731888217,0.0188936767239243
"538","RF-018","Ria Formosa","S Portugal","Atlantic Ocean","Salt Marsh","Spartina maritima","","Low",2019,37.018997,-7.941213,NA,NA,NA,NA,NA,0.230232081657982,NA
"539","RF-019","Ria Formosa","S Portugal","Atlantic Ocean","Salt Marsh","Spartina maritima","","Low",2019,37.018969,-7.941098,NA,NA,NA,NA,NA,0.162944664293248,NA
"540","RF-020","Ria Formosa","S Portugal","Atlantic Ocean","Salt Marsh","Spartina maritima","","Low",2019,37.0152467,-7.9376734,NA,NA,NA,NA,NA,0.380082978523539,NA
"541","RF-021","Ria Formosa","S Portugal","Atlantic Ocean","Salt Marsh","Spartina maritima","","Low",2019,37.0150518,-7.937553,NA,NA,NA,NA,NA,0.140030570883437,NA
"542","RF-022","Ria Formosa","S Portugal","Atlantic Ocean","Salt Marsh","Spartina maritima","","Low",2019,37.0149843,-7.9374826,NA,NA,NA,NA,NA,0.269149669047583,NA
"543","RF-023","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",2019,37.0184513,-7.9405028,NA,NA,NA,NA,NA,0.0476400809685724,NA
"544","RF-024","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",2019,37.018442,-7.940426,NA,NA,NA,NA,NA,0.0391075291713096,NA
"545","RF-025","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",2019,37.0151085,-7.9377629,NA,NA,NA,NA,NA,0.0252421324504967,NA
"546","RF-026","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",2019,37.0150097,-7.9376626,NA,NA,NA,NA,NA,0.0156430118293587,NA
"547","RF-027","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",2019,37.0149918,-7.9375604,NA,NA,NA,NA,NA,0.045506942918735,NA
"548","RF-028","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Mixed Seagrass","","Subtidal",2017,37.004,-7.825,NA,NA,NA,NA,NA,0.034866313180938,0.0155171338374899
"549","RF-029","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",2020,37.002,-7.984,NA,NA,NA,NA,NA,0.0196248692543306,0.0125429599849028
"562","RF-CP","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",2017,37.041472,-7.755381,NA,NA,NA,NA,NA,0.0667198149658383,0.0236478474085986
"563","RF-FR1","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",2019,37.01561764,-7.93801895,NA,8.48614772438078,NA,NA,NA,NA,NA
"564","RF-FR3","Ria Formosa","S Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",2019,37.01851493,-7.94047569,NA,15.6731262851804,NA,NA,NA,NA,NA
