Site ID;Sample ID;Ecosystem;Specie;;Above;Ab SD;Below;B SD;n;
Site 34Bm;Site 34Bm261;Salt Marsh;Bolboschoenus maritimus;April;0.264840183;;;;;
Site 35Bm;Site 35Bm262;Salt Marsh;Bolboschoenus maritimus;May;0.184931507;;;;;
Site 311Bm;Site 311Bm263;Salt Marsh;Bolboschoenus maritimus;November;0.084474886;;;;;
Site 312Bm;Site 312Bm264;Salt Marsh;Bolboschoenus maritimus;December;0;;;;;
Site 31Bm;Site 31Bm265;Salt Marsh;Bolboschoenus maritimus;January;0.109589041;;;;;
Site 32Bm;Site 32Bm266;Salt Marsh;Bolboschoenus maritimus;February;0.655251142;;;;;
Site 33Bm;Site 33Bm267;Salt Marsh;Bolboschoenus maritimus;March;0.867579909;;;;;
Site 34Bm;Site 34Bm268;Salt Marsh;Bolboschoenus maritimus;April;0.979452055;;;;;
Site 35Bm;Site 35Bm269;Salt Marsh;Bolboschoenus maritimus;May;0.716894977;;;;;
Site 36Bm;Site 36Bm270;Salt Marsh;Bolboschoenus maritimus;June;0.121004566;;;;;
Z. noltei meadow1Zn;Z. noltei meadow1Zn271;Seagrass;Zostera noltii;January;0.095833333;;;;;
Z. noltei meadow1Zn;Z. noltei meadow1Zn272;Seagrass;Zostera noltii;January;0.11875;;;;;
Z. noltei meadow2Zn;Z. noltei meadow2Zn273;Seagrass;Zostera noltii;February;0.08125;;;;;
Z. noltei meadow2Zn;Z. noltei meadow2Zn274;Seagrass;Zostera noltii;February;0.154166667;;;;;
Z. noltei meadow3Zn;Z. noltei meadow3Zn275;Seagrass;Zostera noltii;March;0.1875;;;;;
Z. noltei meadow3Zn;Z. noltei meadow3Zn276;Seagrass;Zostera noltii;March;0.11875;;;;;
Z. noltei meadow4Zn;Z. noltei meadow4Zn277;Seagrass;Zostera noltii;April;0.510416667;;;;;
Z. noltei meadow4Zn;Z. noltei meadow4Zn278;Seagrass;Zostera noltii;April;0.247916667;;;;;
Z. noltei meadow5Zn;Z. noltei meadow5Zn279;Seagrass;Zostera noltii;May;0.20625;;;;;
Z. noltei meadow5Zn;Z. noltei meadow5Zn280;Seagrass;Zostera noltii;May;0.491666667;;;;;
Z. noltei meadow6Zn;Z. noltei meadow6Zn281;Seagrass;Zostera noltii;June;0.270833333;;;;;
Z. noltei meadow6Zn;Z. noltei meadow6Zn282;Seagrass;Zostera noltii;June;0.414583333;;;;;
Z. noltei meadow7Zn;Z. noltei meadow7Zn283;Seagrass;Zostera noltii;July;0.254166667;;;;;
Z. noltei meadow7Zn;Z. noltei meadow7Zn284;Seagrass;Zostera noltii;July;0.377083333;;;;;
Z. noltei meadow8Zn;Z. noltei meadow8Zn285;Seagrass;Zostera noltii;August;0.408333333;;;;;
Z. noltei meadow8Zn;Z. noltei meadow8Zn286;Seagrass;Zostera noltii;August;0.29375;;;;;
Z. noltei meadow9Zn;Z. noltei meadow9Zn287;Seagrass;Zostera noltii;September;0.358333333;;;;;
Z. noltei meadow9Zn;Z. noltei meadow9Zn288;Seagrass;Zostera noltii;September;0.295833333;;;;;
Z. noltei meadow10Zn;Z. noltei meadow10Zn289;Seagrass;Zostera noltii;October;0.295833333;;;;;
Z. noltei meadow10Zn;Z. noltei meadow10Zn290;Seagrass;Zostera noltii;October;0.304166667;;;;;
Z. noltei meadow11Zn;Z. noltei meadow11Zn291;Seagrass;Zostera noltii;November;0.170833333;;;;;
Z. noltei meadow11Zn;Z. noltei meadow11Zn292;Seagrass;Zostera noltii;November;0.135416667;;;;;
Z. noltei meadow12Zn;Z. noltei meadow12Zn293;Seagrass;Zostera noltii;December;0.18125;;;;;
Z. noltei meadow12Zn;Z. noltei meadow12Zn294;Seagrass;Zostera noltii;December;0.139583333;;;;;
Z. noltei meadow1Zn;Z. noltei meadow1Zn295;Seagrass;Zostera noltii;January;0.185416667;;;;;
Z. noltei meadow1Zn;Z. noltei meadow1Zn296;Seagrass;Zostera noltii;January;0.139583333;;;;;
Z. noltei meadow2Zn;Z. noltei meadow2Zn297;Seagrass;Zostera noltii;February;0.175;;;;;
Z. noltei meadow2Zn;Z. noltei meadow2Zn298;Seagrass;Zostera noltii;February;0.19375;;;;;
Z. noltei meadow3Zn;Z. noltei meadow3Zn299;Seagrass;Zostera noltii;March;0.183333333;;;;;
Z. noltei meadow3Zn;Z. noltei meadow3Zn300;Seagrass;Zostera noltii;March;0.227083333;;;;;
Z. noltei meadow4Zn;Z. noltei meadow4Zn301;Seagrass;Zostera noltii;April;0.247916667;;;;;
Z. noltei meadow4Zn;Z. noltei meadow4Zn302;Seagrass;Zostera noltii;April;0.170833333;;;;;
Z. noltei meadow5Zn;Z. noltei meadow5Zn303;Seagrass;Zostera noltii;May;0.139583333;;;;;
Z. noltei meadow5Zn;Z. noltei meadow5Zn304;Seagrass;Zostera noltii;May;0.202083333;;;;;
Z. noltei meadow6Zn;Z. noltei meadow6Zn305;Seagrass;Zostera noltii;June;0.097916667;;;;;
Z. noltei meadow6Zn;Z. noltei meadow6Zn306;Seagrass;Zostera noltii;June;0.179166667;;;;;
Z. noltei meadow7Zn;Z. noltei meadow7Zn307;Seagrass;Zostera noltii;July;0.283333333;;;;;
Z. noltei meadow7Zn;Z. noltei meadow7Zn308;Seagrass;Zostera noltii;July;0.26875;;;;;
Ros rio salt marshes10Sf;Ros rio salt marshes10Sf309;Salt Marsh;Salicornia fruticosa;October;5.435;;;;;
Ros rio salt marshes12Sf;Ros rio salt marshes12Sf310;Salt Marsh;Salicornia fruticosa;December;1.334;;;;;
Ros rio salt marshes2Sf;Ros rio salt marshes2Sf311;Salt Marsh;Salicornia fruticosa;February;0.262;;;;;
Ros rio salt marshes4Sf;Ros rio salt marshes4Sf312;Salt Marsh;Salicornia fruticosa;April;0.19;;;;;
Ros rio salt marshes6Sf;Ros rio salt marshes6Sf313;Salt Marsh;Salicornia fruticosa;June;0.192;;;;;
Ros rio salt marshes10Sp;Ros rio salt marshes10Sp314;Salt Marsh;Salicornia perennis;October;0.592;;;;;
Ros rio salt marshes12Sp;Ros rio salt marshes12Sp315;Salt Marsh;Salicornia perennis;December;0.207;;;;;
Ros rio salt marshes2Sp;Ros rio salt marshes2Sp316;Salt Marsh;Salicornia perennis;February;0.122;;;;;
Ros rio salt marshes4Sp;Ros rio salt marshes4Sp317;Salt Marsh;Salicornia perennis;April;0.086;;;;;
Ros rio salt marshes6Sp;Ros rio salt marshes6Sp318;Salt Marsh;Salicornia perennis;June;0.146;;;;;
Ros rio salt marshes10Ap;Ros rio salt marshes10Ap319;Salt Marsh;Atriplex portulacoides;October;0.944;;;;;
Ros rio salt marshes12Ap;Ros rio salt marshes12Ap320;Salt Marsh;Atriplex portulacoides;December;0.385;;;;;
Ros rio salt marshes2Ap;Ros rio salt marshes2Ap321;Salt Marsh;Atriplex portulacoides;February;0.245;;;;;
Ros rio salt marshes4Ap;Ros rio salt marshes4Ap322;Salt Marsh;Atriplex portulacoides;April;0.226;;;;;
Ros rio salt marshes6Ap;Ros rio salt marshes6Ap323;Salt Marsh;Atriplex portulacoides;June;0.248;;;;;
Ros rio salt marshes10Sm;Ros rio salt marshes10Sm324;Salt Marsh;Sporobolus maritimus;October;0.408;;;;;
Ros rio salt marshes12Sm;Ros rio salt marshes12Sm325;Salt Marsh;Sporobolus maritimus;December;0.209;;;;;
Ros rio salt marshes2Sm;Ros rio salt marshes2Sm326;Salt Marsh;Sporobolus maritimus;February;0.49;;;;;
Ros rio salt marshes4Sm;Ros rio salt marshes4Sm327;Salt Marsh;Sporobolus maritimus;April;0.375;;;;;
Ros rio salt marshes6Sm;Ros rio salt marshes6Sm328;Salt Marsh;Sporobolus maritimus;June;0.26;;;;;
Pancas6Sm;Pancas6Sm329;Salt Marsh;Sporobolus maritimus;June;0.264;;;;;
Pancas8Sm;Pancas8Sm330;Salt Marsh;Sporobolus maritimus;August;0.485;;;;;
Pancas10Sm;Pancas10Sm331;Salt Marsh;Sporobolus maritimus;October;0.486;;;;;
Pancas12Sm;Pancas12Sm332;Salt Marsh;Sporobolus maritimus;December;0.348;;;;;
Pancas2Sm;Pancas2Sm333;Salt Marsh;Sporobolus maritimus;February;0.167;;;;;
Pancas4Ap;Pancas4Ap334;Salt Marsh;Atriplex portulacoides;April;0.19;;;;;
Pancas6Ap;Pancas6Ap335;Salt Marsh;Atriplex portulacoides;June;1.331;;;;;
Pancas8Ap;Pancas8Ap336;Salt Marsh;Atriplex portulacoides;August;1.921;;;;;
Pancas10Ap;Pancas10Ap337;Salt Marsh;Atriplex portulacoides;October;2.219;;;;;
Pancas12Ap;Pancas12Ap338;Salt Marsh;Atriplex portulacoides;December;1.5;;;;;
Pancas2Ap;Pancas2Ap339;Salt Marsh;Atriplex portulacoides;February;0.622;;;;;
Pancas4Ap;Pancas4Ap340;Salt Marsh;Atriplex portulacoides;April;1.105;;;;;
Corroios6Sm;Corroios6Sm341;Salt Marsh;Sporobolus maritimus;June;0.224;;;;;
Corroios8Sm;Corroios8Sm342;Salt Marsh;Sporobolus maritimus;August;0.289;;;;;
Corroios10Sm;Corroios10Sm343;Salt Marsh;Sporobolus maritimus;October;0.196;;;;;
Corroios12Sm;Corroios12Sm344;Salt Marsh;Sporobolus maritimus;December;0.212;;;;;
Corroios2Sm;Corroios2Sm345;Salt Marsh;Sporobolus maritimus;February;0.219;;;;;
Corroios4Ap;Corroios4Ap346;Salt Marsh;Atriplex portulacoides;April;0.193;;;;;
Corroios6Ap;Corroios6Ap347;Salt Marsh;Atriplex portulacoides;June;0.522;;;;;
Corroios8Ap;Corroios8Ap348;Salt Marsh;Atriplex portulacoides;August;0.556;;;;;
Corroios10Ap;Corroios10Ap349;Salt Marsh;Atriplex portulacoides;October;0.483;;;;;
Corroios12Ap;Corroios12Ap350;Salt Marsh;Atriplex portulacoides;December;0.495;;;;;
Corroios2Ap;Corroios2Ap351;Salt Marsh;Atriplex portulacoides;February;0.502;;;;;
Corroios4Ap;Corroios4Ap352;Salt Marsh;Atriplex portulacoides;April;0.51;;;;;
Ros rio salt marshes3Ap;Ros rio salt marshes3Ap365;Salt Marsh;Atriplex portulacoides;March;1.61;;;;;
Ros rio salt marshes3Sm;Ros rio salt marshes3Sm366;Salt Marsh;Sporobolus maritimus;March;0.6;;;;;
Ros rio11Sm;Ros rio11Sm373;Salt Marsh;Sporobolus maritimus;November;0.85106383;;;;;
Ros rio1Sm;Ros rio1Sm374;Salt Marsh;Sporobolus maritimus;January;0.547112462;;;;;
Ros rio4Sm;Ros rio4Sm375;Salt Marsh;Sporobolus maritimus;April;0.425531915;;;;;
Ros rio6Sm;Ros rio6Sm376;Salt Marsh;Sporobolus maritimus;June;1.155015198;;;;;
Ros rio11Ap;Ros rio11Ap377;Salt Marsh;Atriplex portulacoides;November;2.431610942;;;;;
Ros rio1Ap;Ros rio1Ap378;Salt Marsh;Atriplex portulacoides;January;1.641337386;;;;;
Ros rio4Ap;Ros rio4Ap379;Salt Marsh;Atriplex portulacoides;April;1.610942249;;;;;
Ros rio6Ap;Ros rio6Ap380;Salt Marsh;Atriplex portulacoides;June;2.127659574;;;;;
Vasa Sacos salt marshNASm;Vasa Sacos salt marshNASm381;Salt Marsh;Sporobolus maritimus;;0.30206;;;;;
Vasa Sacos salt marshNAAp;Vasa Sacos salt marshNAAp382;Salt Marsh;Atriplex portulacoides;;1.55833;;;;;
Vasa Sacos salt marshNASp;Vasa Sacos salt marshNASp383;Salt Marsh;Salicornia perennis;;1.05982;;;;;
Pancas6Ap;Pancas6Ap384;Salt Marsh;Atriplex portulacoides;June;1.350574713;;;;;
Pancas8Ap;Pancas8Ap385;Salt Marsh;Atriplex portulacoides;August;1.942528736;;;;;
Pancas10Ap;Pancas10Ap386;Salt Marsh;Atriplex portulacoides;October;2.218390805;;;;;
Pancas12Ap;Pancas12Ap387;Salt Marsh;Atriplex portulacoides;December;1.511494253;;;;;
Pancas2Ap;Pancas2Ap388;Salt Marsh;Atriplex portulacoides;February;0.66091954;;;;;
Pancas4Ap;Pancas4Ap389;Salt Marsh;Atriplex portulacoides;April;1.120689655;;;;;
Corroios6Ap;Corroios6Ap390;Salt Marsh;Atriplex portulacoides;June;0.524798928;;;;;
Corroios8Ap;Corroios8Ap391;Salt Marsh;Atriplex portulacoides;August;0.557640751;;;;;
Corroios10Ap;Corroios10Ap392;Salt Marsh;Atriplex portulacoides;October;0.489276139;;;;;
Corroios12Ap;Corroios12Ap393;Salt Marsh;Atriplex portulacoides;December;0.497989276;;;;;
Corroios2Ap;Corroios2Ap394;Salt Marsh;Atriplex portulacoides;February;0.506702413;;;;;
Corroios4Ap;Corroios4Ap395;Salt Marsh;Atriplex portulacoides;April;0.514075067;;;;;
Corroios9Sm;Corroios9Sm396;Salt Marsh;Sporobolus maritimus;September;1.72459893;;;;;
Corroios10Sm;Corroios10Sm397;Salt Marsh;Sporobolus maritimus;October;1.748663102;;;;;
Corroios11Sm;Corroios11Sm398;Salt Marsh;Sporobolus maritimus;November;1.195187166;;;;;
Corroios12Sm;Corroios12Sm399;Salt Marsh;Sporobolus maritimus;December;1.114973262;;;;;
Corroios1Sm;Corroios1Sm400;Salt Marsh;Sporobolus maritimus;January;0.834224599;;;;;
Corroios2Sm;Corroios2Sm401;Salt Marsh;Sporobolus maritimus;February;0.577540107;;;;;
Corroios3Sm;Corroios3Sm402;Salt Marsh;Sporobolus maritimus;March;0.441176471;;;;;
Corroios4Sm;Corroios4Sm403;Salt Marsh;Sporobolus maritimus;April;0.625668449;;;;;
Corroios5Sm;Corroios5Sm404;Salt Marsh;Sporobolus maritimus;May;0.657754011;;;;;
Corroios6Sm;Corroios6Sm405;Salt Marsh;Sporobolus maritimus;June;0.802139037;;;;;
Corroios7Sm;Corroios7Sm406;Salt Marsh;Sporobolus maritimus;July;1.155080214;;;;;
Corroios8Sm;Corroios8Sm407;Salt Marsh;Sporobolus maritimus;August;1.323529412;;;;;
Corroios9Sm;Corroios9Sm408;Salt Marsh;Sporobolus maritimus;September;1.467914439;;;;;
NPCB-BOLI_Sm;ES_1_VDE1_A;Salt Marsh;Spartina maritima;November;0.47259;;;;;
NPCB-BOLI_Sm;ES_1_VDE2_A;Salt Marsh;Spartina maritima;December;0.25314;;;;;
NPCB-BOLI_Sm;ES_1_VDE3_A;Salt Marsh;Spartina maritima;December;0.08046;;;;;
NPCB-BOLI_Sm;ES_1_VDE4_A;Salt Marsh;Spartina maritima;December;0.34113;;;;;
NPCB-BOLI_Mx;ES_1_VDE5_A;Salt Marsh;Mixed Salt Marsh;December;0.38081;;;;;
NPCB-BOLI_Mx;ES_1_VDE6_A;Salt Marsh;Mixed Salt Marsh;December;0.39432;;;;;
NPCB-BOLI_Sc;ES_1_VDE7_A;Salt Marsh;Sarcocornia;December;0.65102;;;;;
NPCB-BOLI_Sc;ES_1_VDE8_A;Salt Marsh;Sarcocornia;December;0.72335;;;;;
NPCB-BOLI_Sc;ES_1_VDE9_A;Salt Marsh;Sarcocornia;November;0.81359;;;;;
NPCB-BOLI_Sc;ES_1_VDE10_A;Salt Marsh;Sarcocornia;December;0.60568;;;;;
NPCB-BOLI_Sc;ES_1_VDE11_A;Salt Marsh;Sarcocornia;December;0.63931;;;;;
NPCB-BOLI_Sc;ES_1_VDE12_A;Salt Marsh;Sarcocornia;December;0.79243;;;;;
NPCB-BOLI_Sm;ES_1_VDE1_C;Salt Marsh;Spartina maritima;January;0.29909;;;;;
NPCB-BOLI_Sm;ES_1_VDE2_C;Salt Marsh;Spartina maritima;February;0.16619;;;;;
NPCB-BOLI_Sm;ES_1_VDE3_C;Salt Marsh;Spartina maritima;February;0.17158;;;;;
NPCB-BOLI_Sm;ES_1_VDE4_C;Salt Marsh;Spartina maritima;February;0.17711;;;;;
NPCB-BOLI_Mx;ES_1_VDE5_C;Salt Marsh;Mixed Salt Marsh;February;0.60771;;;;;
NPCB-BOLI_Mx;ES_1_VDE6_C;Salt Marsh;Mixed Salt Marsh;February;0.28992;;;;;
NPCB-BOLI_Mx;ES_1_VDE7_C;Salt Marsh;Mixed Salt Marsh;February;0.78403;;;;;
NPCB-BOLI_Mx;ES_1_VDE8_C;Salt Marsh;Mixed Salt Marsh;February;0.72542;;;;;
NPCB-BOLI_Sc;ES_1_VDE9_C;Salt Marsh;Sarcocornia;February;1.25089;;;;;
NPCB-BOLI_Sc;ES_1_VDE10_C;Salt Marsh;Sarcocornia;February;1.20404;;;;;
NPCB-BOLI_Sc;ES_1_VDE11_C;Salt Marsh;Sarcocornia;February;1.0314;;;;;
NPCB-BOLI_Sc;ES_1_VDE12_C;Salt Marsh;Sarcocornia;February;1.0185;;;;;
NPCB-BOLI_Sm;ES_1_VDE1_B;Salt Marsh;Spartina maritima;May;0.86473;;;;;
NPCB-BOLI_Sm;ES_1_VDE2_B;Salt Marsh;Spartina maritima;April;0.88077;;;;;
NPCB-BOLI_Sm;ES_1_VDE3_B;Salt Marsh;Spartina maritima;April;0.23247;;;;;
NPCB-BOLI_Sm;ES_1_VDE4_B;Salt Marsh;Spartina maritima;April;0.11971;;;;;
NPCB-BOLI_Sc;ES_1_VDE5_B;Salt Marsh;Sarcocornia;April;0.72769;;;;;
NPCB-BOLI_Mx;ES_1_VDE6_B;Salt Marsh;Mixed Salt Marsh;May;1.23687;;;;;
NPCB-BOLI_Mx;ES_1_VDE7_B;Salt Marsh;Mixed Salt Marsh;April;0.26398;;;;;
NPCB-BOLI_Mx;ES_1_VDE8_B;Salt Marsh;Mixed Salt Marsh;May;0.52268;;;;;
NPCB-BOLI_Sc;ES_1_VDE9_B;Salt Marsh;Sarcocornia;May;1.45426;;;;;
NPCB-BOLI_Sc;ES_1_VDE10_B;Salt Marsh;Sarcocornia;May;0.76957;;;;;
NPCB-BOLI_Sc;ES_1_VDE11_B;Salt Marsh;Sarcocornia;April;0.96273;;;;;
NPCB-BOLI_Sc;ES_1_VDE12_B;Salt Marsh;Sarcocornia;May;1.54905;;;;;
NPCB-BOLI_Sm;ES_1_VDE1_D;Salt Marsh;Spartina maritima;July;0.796743;;;;;
NPCB-BOLI_Sm;ES_1_VDE2_D;Salt Marsh;Spartina maritima;July;0.582406;;;;;
NPCB-BOLI_Sm;ES_1_VDE3_D;Salt Marsh;Spartina maritima;July;0.861011;;;;;
NPCB-BOLI_Sm;ES_1_VDE4_D;Salt Marsh;Spartina maritima;July;0.912553;;;;;
NPCB-BOLI_Mx;ES_1_VDE5_D;Salt Marsh;Mixed Salt Marsh;July;0.302883;;;;;
NPCB-BOLI_Mx;ES_1_VDE6_D;Salt Marsh;Mixed Salt Marsh;July;1.184099;;;;;
NPCB-BOLI_Mx;ES_1_VDE7_D;Salt Marsh;Mixed Salt Marsh;July;0.636294;;;;;
NPCB-BOLI_Mx;ES_1_VDE8_D;Salt Marsh;Mixed Salt Marsh;July;1.00479;;;;;
NPCB-BOLI_Sc;ES_1_VDE9_D;Salt Marsh;Sarcocornia;July;1.403032;;;;;
NPCB-BOLI_Sc;ES_1_VDE10_D;Salt Marsh;Sarcocornia;July;1.44501;;;;;
NPCB-BOLI_Sc;ES_1_VDE11_D;Salt Marsh;Sarcocornia;July;1.306712;;;;;
NPCB-BOLI_Sc;ES_1_VDE12_D;Salt Marsh;Sarcocornia;July;1.91262;;;;;
NPCB-CLICA_Sc;ES_2_VDE1_A;Salt Marsh;Sarcocornia;November;1.291192;;;;;
NPCB-CLICA_Sc;ES_2_VDE2_A;Salt Marsh;Sarcocornia;October;0.630515;;;;;
NPCB-CLICA_Sc;ES_2_VDE3_A;Salt Marsh;Sarcocornia;November;0.921048;;;;;
NPCB-CLICA_Mx;ES_2_VDE4_A;Salt Marsh;Mixed Salt Marsh;October;0.492773;;;;;
NPCB-CLICA_Sc;ES_2_VDE5_A;Salt Marsh;Sarcocornia;November;0.841642;;;;;
NPCB-CLICA_Sc;ES_2_VDE6_A;Salt Marsh;Sarcocornia;October;1.403123;;;;;
NPCB-CLICA_Mx;ES_2_VDE7_A;Salt Marsh;Mixed Salt Marsh;October;1.188089;;;;;
NPCB-CLICA_Sc;ES_2_VDE8_A;Salt Marsh;Sarcocornia;November;0.803778;;;;;
NPCB-CLICA_Sc;ES_2_VDE1_B;Salt Marsh;Sarcocornia;January;1.419;;;;;
NPCB-CLICA_Sc;ES_2_VDE2_B;Salt Marsh;Sarcocornia;February;1.962;;;;;
NPCB-CLICA_Sc;ES_2_VDE3_B;Salt Marsh;Sarcocornia;February;1.7045;;;;;
NPCB-CLICA_Sc;ES_2_VDE4_B;Salt Marsh;Sarcocornia;January;0.707;;;;;
NPCB-CLICA_Mx;ES_2_VDE5_B;Salt Marsh;Mixed Salt Marsh;January;1.236;;;;;
NPCB-CLICA_Sc;ES_2_VDE6_B;Salt Marsh;Sarcocornia;February;1.821;;;;;
NPCB-CLICA_Mx;ES_2_VDE7_B;Salt Marsh;Mixed Salt Marsh;February;0.8847;;;;;
NPCB-CLICA_Sc;ES_2_VDE8_B;Salt Marsh;Sarcocornia;January;1.4969;;;;;
NPCB-CLICA_Sc;ES_2_VDE1_C;Salt Marsh;Sarcocornia;April;1.2703;;;;;
NPCB-CLICA_Sc;ES_2_VDE2_C;Salt Marsh;Sarcocornia;April;1.3452;;;;;
NPCB-CLICA_Sc;ES_2_VDE3_C;Salt Marsh;Sarcocornia;April;1.0011;;;;;
NPCB-CLICA_Mx;ES_2_VDE4_C;Salt Marsh;Mixed Salt Marsh;April;1.315;;;;;
NPCB-CLICA_Sc;ES_2_VDE5_C;Salt Marsh;Sarcocornia;March;1.3418;;;;;
NPCB-CLICA_Sc;ES_2_VDE6_C;Salt Marsh;Sarcocornia;March;1.3187;;;;;
NPCB-CLICA_Sc;ES_2_VDE7_C;Salt Marsh;Sarcocornia;April;1.4932;;;;;
NPCB-CLICA_Mx;ES_2_VDE8_C;Salt Marsh;Mixed Salt Marsh;;1.1156;;;;;
NPCB-CLICA_Mx;ES_2_VDE1_D;Salt Marsh;Mixed Salt Marsh;July;1.07377;;;;;
NPCB-CLICA_Mx;ES_2_VDE5_D;Salt Marsh;Mixed Salt Marsh;July;0.955694;;;;;
NPCB-CLICA_Mx;ES_2_VDE2_D;Salt Marsh;Mixed Salt Marsh;July;1.294895;;;;;
NPCB-CLICA_Sc;ES_2_VDE7_D;Salt Marsh;Sarcocornia;July;1.892025;;;;;
NPCB-CLICA_Sc;ES_2_VDE8_D;Salt Marsh;Sarcocornia;July;1.761604;;;;;
NPCB-CLICA_Sc;ES_2_VDE3_D;Salt Marsh;Sarcocornia;July;1.806756;;;;;
NPCB-CLICA_Mx;ES_2_VDE4_D;Salt Marsh;Mixed Salt Marsh;July;0.987705;;;;;
NPCB-CLICA_Sc;ES_2_VDE6_D;Salt Marsh;Sarcocornia;July;1.515642;;;;;
HS-15;HS-15;Salt Marsh;Salicornia;July;3.8;1.788854382;;;5;
HS-16;HS-16;Salt Marsh;Halimione;July;3.2;0.223606798;;;5;
SM-15;SM-15;Salt Marsh;Elytrigia;July;1.4;0.894427191;;;5;
SM-16;SM-16;Salt Marsh;Halimione;July;0.92;0.178885438;;;5;
GS-15;GS-15;Salt Marsh;Salicornia;July;0.2;5.366563146;;;5;
GS-16;GS-16;Salt Marsh;Salicornia;July;0.38;0.268328157;;;5;
Palamones-DEC;Palamones-DEC;Salt Marsh;Sarcocornia;December;2.04;0.760263112;;;5;
Palamones-FEB;Palamones-FEB;Salt Marsh;Sarcocornia;February;2.6;0.268328157;;;5;
Palamones-APR;Palamones-APR;Salt Marsh;Sarcocornia;April;3.17;0.581377674;;;5;
Palamones-JUN;Palamones-JUN;Salt Marsh;Sarcocornia;June;3.67;3.219937888;;;5;
Palamones-AUG;Palamones-AUG;Salt Marsh;Sarcocornia;August;4.77;3.130495168;;;5;
Palamones-OCT;Palamones-OCT;Salt Marsh;Sarcocornia;October;4.35;0.939148551;;;5;
Palamones-DEC2;Palamones-DEC2;Salt Marsh;Sarcocornia;December;2.43;0.626099034;;;5;
Ebr1;Ebr1;Salt Marsh;Sarcocornia;;0.73;;;;;
Ebr2;Ebr2;Salt Marsh;Sarcocornia;;0.952;;;;;
Ebr3;Ebr3;Salt Marsh;Arthrocnemum;;2.824;;;;;
NM-1;NM-1;Salt Marsh;Spartina maritima;July;0.377;0.069570109;;;10;
CM-1.1;CM-1.1;Salt Marsh;Spartina maritima;July;0.268;0.072732386;;;10;
CM-1.2;CM-1.2;Salt Marsh;Spartina maritima;July;0.23;0.082219219;;;10;
CM-1.3;CM-1.3;Salt Marsh;Spartina maritima;July;0.226;0.139140217;;;10;
CM-2.1;CM-2.1;Salt Marsh;Spartina maritima;July;0.266;0.129653384;;;10;
NM-2;NM-2;Salt Marsh;Spartina maritima;July;0.278;0.091706052;;;10;
CM-3.1;CM-3.1;Salt Marsh;Spartina maritima;July;0.107;0.132815662;;;10;
CM-3.2;CM-3.2;Salt Marsh;Spartina maritima;July;0.246;0.132815662;;;10;
Cam_Sm_D;Cam_Sm_D;Salt Marsh;Spartina maritima;December;0.528;0.132815662;;;10;
Cam_Sm_Ja;Cam_Sm_Ja;Salt Marsh;Spartina maritima;January;0.52;0.09486833;;;10;
Cam_Sm_F;Cam_Sm_F;Salt Marsh;Spartina maritima;February;0.5;0.09486833;;;10;
Cam_Sm_M;Cam_Sm_M;Salt Marsh;Spartina maritima;March;0.55;0.158113883;;;10;
Cam_Sm_Ab;Cam_Sm_Ab;Salt Marsh;Spartina maritima;April;0.63;0.158113883;;;10;
Cam_Sm_Ma;Cam_Sm_Ma;Salt Marsh;Spartina maritima;May;0.58;0.09486833;;;10;
Cam_Sm_J;Cam_Sm_J;Salt Marsh;Spartina maritima;June;0.51;0.063245553;;;10;
Cam_Sm_Jl;Cam_Sm_Jl;Salt Marsh;Spartina maritima;July;0.6;0.18973666;;;10;
Cam_Sm_Ag;Cam_Sm_Ag;Salt Marsh;Spartina maritima;August;0.62;0.09486833;;;10;
Cam_Sm_S;Cam_Sm_S;Salt Marsh;Spartina maritima;September;0.57;0.09486833;;;10;
Cam_Sm_O;Cam_Sm_O;Salt Marsh;Spartina maritima;October;0.56;0.09486833;;;10;
Cam_Sm_N;Cam_Sm_N;Salt Marsh;Spartina maritima;November;0.54;0.126491106;;;10;
Cam_Sa_M;Cam_Sa_M;Salt Marsh;Spartina alterniflora;March;0.04;0.073484692;;;6;
Cam_Sa_Ab;Cam_Sa_Ab;Salt Marsh;Spartina alterniflora;April;0.07;0.048989795;;;6;
Cam_Sa_Ma;Cam_Sa_Ma;Salt Marsh;Spartina alterniflora;May;0.25;0.048989795;;;6;
Cam_Sa_J;Cam_Sa_J;Salt Marsh;Spartina alterniflora;June;0.99;0.195959179;;;6;
Cam_Sa_Jl;Cam_Sa_Jl;Salt Marsh;Spartina alterniflora;July;1.01;0.220454077;;;6;
Cam_Sa_Ag;Cam_Sa_Ag;Salt Marsh;Spartina alterniflora;August;1.11;0.220454077;;;6;
Cam_Sa_S;Cam_Sa_S;Salt Marsh;Spartina alterniflora;September;0.89;0.09797959;;;6;
Cam_Sa_O;Cam_Sa_O;Salt Marsh;Spartina alterniflora;October;0.67;0.318433667;;;6;
Cam_Sa_N;Cam_Sa_N;Salt Marsh;Spartina alterniflora;November;0.75;0.293938769;;;6;
Cam_Sr_D;Cam_Sr_D;Salt Marsh;Salicornia;December;0.19;0.028284271;;;8;
Cam_Sr_Ja;Cam_Sr_Ja;Salt Marsh;Salicornia;January;0.2;0.056568542;;;8;
Cam_Sr_F;Cam_Sr_F;Salt Marsh;Salicornia;February;0.12;0.056568542;;;8;
Cam_Sr_M;Cam_Sr_M;Salt Marsh;Salicornia;March;0.09;0.028284271;;;8;
Cam_Sr_Ab;Cam_Sr_Ab;Salt Marsh;Salicornia;April;0.09;0.028284271;;;8;
